# Unicode 17.0 sequences supplementing the existing Twemoji catalog.
# Code points	PNG filename	Unicode name	Emoji version
1F6B6 1F3FD 200D 2642 FE0F 200D 27A1 FE0F	1f6b6-1f3fd-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium skin tone	15.1
1F6B6 1F3FD 200D 2642 200D 27A1 FE0F	1f6b6-1f3fd-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium skin tone	15.1
1F6B6 1F3FD 200D 2642 FE0F 200D 27A1	1f6b6-1f3fd-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium skin tone	15.1
1F6B6 1F3FD 200D 2642 200D 27A1	1f6b6-1f3fd-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium skin tone	15.1
1F6B6 1F3FE 200D 2642 FE0F 200D 27A1 FE0F	1f6b6-1f3fe-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FE 200D 2642 200D 27A1 FE0F	1f6b6-1f3fe-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FE 200D 2642 FE0F 200D 27A1	1f6b6-1f3fe-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FE 200D 2642 200D 27A1	1f6b6-1f3fe-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FF 200D 2642 FE0F 200D 27A1 FE0F	1f6b6-1f3ff-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: dark skin tone	15.1
1F6B6 1F3FF 200D 2642 200D 27A1 FE0F	1f6b6-1f3ff-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: dark skin tone	15.1
1F6B6 1F3FF 200D 2642 FE0F 200D 27A1	1f6b6-1f3ff-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: dark skin tone	15.1
1F6B6 1F3FF 200D 2642 200D 27A1	1f6b6-1f3ff-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: dark skin tone	15.1
1F9CD 200D 2642	1f9cd-200d-2642-fe0f.png	man standing	12.0
1F9CD 1F3FB 200D 2642	1f9cd-1f3fb-200d-2642-fe0f.png	man standing: light skin tone	12.0
1F9CD 1F3FC 200D 2642	1f9cd-1f3fc-200d-2642-fe0f.png	man standing: medium-light skin tone	12.0
1F9CD 1F3FD 200D 2642	1f9cd-1f3fd-200d-2642-fe0f.png	man standing: medium skin tone	12.0
1F9CD 1F3FE 200D 2642	1f9cd-1f3fe-200d-2642-fe0f.png	man standing: medium-dark skin tone	12.0
1F9CD 1F3FF 200D 2642	1f9cd-1f3ff-200d-2642-fe0f.png	man standing: dark skin tone	12.0
1F9CD 200D 2640	1f9cd-200d-2640-fe0f.png	woman standing	12.0
1F9CD 1F3FB 200D 2640	1f9cd-1f3fb-200d-2640-fe0f.png	woman standing: light skin tone	12.0
1F9CD 1F3FC 200D 2640	1f9cd-1f3fc-200d-2640-fe0f.png	woman standing: medium-light skin tone	12.0
1F9CD 1F3FD 200D 2640	1f9cd-1f3fd-200d-2640-fe0f.png	woman standing: medium skin tone	12.0
1F9CD 1F3FE 200D 2640	1f9cd-1f3fe-200d-2640-fe0f.png	woman standing: medium-dark skin tone	12.0
1F9CD 1F3FF 200D 2640	1f9cd-1f3ff-200d-2640-fe0f.png	woman standing: dark skin tone	12.0
1F9CE 200D 2642	1f9ce-200d-2642-fe0f.png	man kneeling	12.0
1F9CE 1F3FB 200D 2642	1f9ce-1f3fb-200d-2642-fe0f.png	man kneeling: light skin tone	12.0
1F9CE 1F3FC 200D 2642	1f9ce-1f3fc-200d-2642-fe0f.png	man kneeling: medium-light skin tone	12.0
1F9CE 1F3FD 200D 2642	1f9ce-1f3fd-200d-2642-fe0f.png	man kneeling: medium skin tone	12.0
1F9CE 1F3FE 200D 2642	1f9ce-1f3fe-200d-2642-fe0f.png	man kneeling: medium-dark skin tone	12.0
1F9CE 1F3FF 200D 2642	1f9ce-1f3ff-200d-2642-fe0f.png	man kneeling: dark skin tone	12.0
1F9CE 200D 2640	1f9ce-200d-2640-fe0f.png	woman kneeling	12.0
1F9CE 1F3FB 200D 2640	1f9ce-1f3fb-200d-2640-fe0f.png	woman kneeling: light skin tone	12.0
1F9CE 1F3FC 200D 2640	1f9ce-1f3fc-200d-2640-fe0f.png	woman kneeling: medium-light skin tone	12.0
1F9CE 1F3FD 200D 2640	1f9ce-1f3fd-200d-2640-fe0f.png	woman kneeling: medium skin tone	12.0
1F9CE 1F3FE 200D 2640	1f9ce-1f3fe-200d-2640-fe0f.png	woman kneeling: medium-dark skin tone	12.0
1F9CE 1F3FF 200D 2640	1f9ce-1f3ff-200d-2640-fe0f.png	woman kneeling: dark skin tone	12.0
1F9CE 200D 27A1 FE0F	1f9ce-200d-27a1-fe0f.png	person kneeling facing right	15.1
1F9CE 200D 27A1	1f9ce-200d-27a1-fe0f.png	person kneeling facing right	15.1
1F9CE 1F3FB 200D 27A1 FE0F	1f9ce-1f3fb-200d-27a1-fe0f.png	person kneeling facing right: light skin tone	15.1
1F9CE 1F3FB 200D 27A1	1f9ce-1f3fb-200d-27a1-fe0f.png	person kneeling facing right: light skin tone	15.1
1F9CE 1F3FC 200D 27A1 FE0F	1f9ce-1f3fc-200d-27a1-fe0f.png	person kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FC 200D 27A1	1f9ce-1f3fc-200d-27a1-fe0f.png	person kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FD 200D 27A1 FE0F	1f9ce-1f3fd-200d-27a1-fe0f.png	person kneeling facing right: medium skin tone	15.1
1F9CE 1F3FD 200D 27A1	1f9ce-1f3fd-200d-27a1-fe0f.png	person kneeling facing right: medium skin tone	15.1
1F9CE 1F3FE 200D 27A1 FE0F	1f9ce-1f3fe-200d-27a1-fe0f.png	person kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FE 200D 27A1	1f9ce-1f3fe-200d-27a1-fe0f.png	person kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FF 200D 27A1 FE0F	1f9ce-1f3ff-200d-27a1-fe0f.png	person kneeling facing right: dark skin tone	15.1
1F9CE 1F3FF 200D 27A1	1f9ce-1f3ff-200d-27a1-fe0f.png	person kneeling facing right: dark skin tone	15.1
1F9CE 200D 2640 FE0F 200D 27A1 FE0F	1f9ce-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right	15.1
1F9CE 200D 2640 200D 27A1 FE0F	1f9ce-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right	15.1
1F9CE 200D 2640 FE0F 200D 27A1	1f9ce-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right	15.1
1F9CE 200D 2640 200D 27A1	1f9ce-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right	15.1
1F9CE 1F3FB 200D 2640 FE0F 200D 27A1 FE0F	1f9ce-1f3fb-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: light skin tone	15.1
1F9CE 1F3FB 200D 2640 200D 27A1 FE0F	1f9ce-1f3fb-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: light skin tone	15.1
1F9CE 1F3FB 200D 2640 FE0F 200D 27A1	1f9ce-1f3fb-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: light skin tone	15.1
1F9CE 1F3FB 200D 2640 200D 27A1	1f9ce-1f3fb-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: light skin tone	15.1
1F9CE 1F3FC 200D 2640 FE0F 200D 27A1 FE0F	1f9ce-1f3fc-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FC 200D 2640 200D 27A1 FE0F	1f9ce-1f3fc-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FC 200D 2640 FE0F 200D 27A1	1f9ce-1f3fc-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FC 200D 2640 200D 27A1	1f9ce-1f3fc-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FD 200D 2640 FE0F 200D 27A1 FE0F	1f9ce-1f3fd-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium skin tone	15.1
1F9CE 1F3FD 200D 2640 200D 27A1 FE0F	1f9ce-1f3fd-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium skin tone	15.1
1F9CE 1F3FD 200D 2640 FE0F 200D 27A1	1f9ce-1f3fd-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium skin tone	15.1
1F9CE 1F3FD 200D 2640 200D 27A1	1f9ce-1f3fd-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium skin tone	15.1
1F9CE 1F3FE 200D 2640 FE0F 200D 27A1 FE0F	1f9ce-1f3fe-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FE 200D 2640 200D 27A1 FE0F	1f9ce-1f3fe-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FE 200D 2640 FE0F 200D 27A1	1f9ce-1f3fe-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FE 200D 2640 200D 27A1	1f9ce-1f3fe-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FF 200D 2640 FE0F 200D 27A1 FE0F	1f9ce-1f3ff-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: dark skin tone	15.1
1F9CE 1F3FF 200D 2640 200D 27A1 FE0F	1f9ce-1f3ff-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: dark skin tone	15.1
1F9CE 1F3FF 200D 2640 FE0F 200D 27A1	1f9ce-1f3ff-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: dark skin tone	15.1
1F9CE 1F3FF 200D 2640 200D 27A1	1f9ce-1f3ff-200d-2640-fe0f-200d-27a1-fe0f.png	woman kneeling facing right: dark skin tone	15.1
1F9CE 200D 2642 FE0F 200D 27A1 FE0F	1f9ce-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right	15.1
1F9CE 200D 2642 200D 27A1 FE0F	1f9ce-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right	15.1
1F9CE 200D 2642 FE0F 200D 27A1	1f9ce-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right	15.1
1F9CE 200D 2642 200D 27A1	1f9ce-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right	15.1
1F9CE 1F3FB 200D 2642 FE0F 200D 27A1 FE0F	1f9ce-1f3fb-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: light skin tone	15.1
1F9CE 1F3FB 200D 2642 200D 27A1 FE0F	1f9ce-1f3fb-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: light skin tone	15.1
1F9CE 1F3FB 200D 2642 FE0F 200D 27A1	1f9ce-1f3fb-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: light skin tone	15.1
1F9CE 1F3FB 200D 2642 200D 27A1	1f9ce-1f3fb-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: light skin tone	15.1
1F9CE 1F3FC 200D 2642 FE0F 200D 27A1 FE0F	1f9ce-1f3fc-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FC 200D 2642 200D 27A1 FE0F	1f9ce-1f3fc-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FC 200D 2642 FE0F 200D 27A1	1f9ce-1f3fc-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FC 200D 2642 200D 27A1	1f9ce-1f3fc-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium-light skin tone	15.1
1F9CE 1F3FD 200D 2642 FE0F 200D 27A1 FE0F	1f9ce-1f3fd-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium skin tone	15.1
1F9CE 1F3FD 200D 2642 200D 27A1 FE0F	1f9ce-1f3fd-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium skin tone	15.1
1F9CE 1F3FD 200D 2642 FE0F 200D 27A1	1f9ce-1f3fd-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium skin tone	15.1
1F9CE 1F3FD 200D 2642 200D 27A1	1f9ce-1f3fd-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium skin tone	15.1
1F9CE 1F3FE 200D 2642 FE0F 200D 27A1 FE0F	1f9ce-1f3fe-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FE 200D 2642 200D 27A1 FE0F	1f9ce-1f3fe-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FE 200D 2642 FE0F 200D 27A1	1f9ce-1f3fe-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FE 200D 2642 200D 27A1	1f9ce-1f3fe-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: medium-dark skin tone	15.1
1F9CE 1F3FF 200D 2642 FE0F 200D 27A1 FE0F	1f9ce-1f3ff-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: dark skin tone	15.1
1F9CE 1F3FF 200D 2642 200D 27A1 FE0F	1f9ce-1f3ff-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: dark skin tone	15.1
1F9CE 1F3FF 200D 2642 FE0F 200D 27A1	1f9ce-1f3ff-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: dark skin tone	15.1
1F9CE 1F3FF 200D 2642 200D 27A1	1f9ce-1f3ff-200d-2642-fe0f-200d-27a1-fe0f.png	man kneeling facing right: dark skin tone	15.1
1F9D1 200D 1F9AF 200D 27A1 FE0F	1f9d1-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right	15.1
1F9D1 200D 1F9AF 200D 27A1	1f9d1-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right	15.1
1F9D1 1F3FB 200D 1F9AF 200D 27A1 FE0F	1f9d1-1f3fb-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: light skin tone	15.1
1F9D1 1F3FB 200D 1F9AF 200D 27A1	1f9d1-1f3fb-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: light skin tone	15.1
1F9D1 1F3FC 200D 1F9AF 200D 27A1 FE0F	1f9d1-1f3fc-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: medium-light skin tone	15.1
1F9D1 1F3FC 200D 1F9AF 200D 27A1	1f9d1-1f3fc-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: medium-light skin tone	15.1
1F9D1 1F3FD 200D 1F9AF 200D 27A1 FE0F	1f9d1-1f3fd-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: medium skin tone	15.1
1F9D1 1F3FD 200D 1F9AF 200D 27A1	1f9d1-1f3fd-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: medium skin tone	15.1
1F9D1 1F3FE 200D 1F9AF 200D 27A1 FE0F	1f9d1-1f3fe-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: medium-dark skin tone	15.1
1F9D1 1F3FE 200D 1F9AF 200D 27A1	1f9d1-1f3fe-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: medium-dark skin tone	15.1
1F9D1 1F3FF 200D 1F9AF 200D 27A1 FE0F	1f9d1-1f3ff-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: dark skin tone	15.1
1F9D1 1F3FF 200D 1F9AF 200D 27A1	1f9d1-1f3ff-200d-1f9af-200d-27a1-fe0f.png	person with white cane facing right: dark skin tone	15.1
1F468 200D 1F9AF 200D 27A1 FE0F	1f468-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right	15.1
1F468 200D 1F9AF 200D 27A1	1f468-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right	15.1
1F468 1F3FB 200D 1F9AF 200D 27A1 FE0F	1f468-1f3fb-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: light skin tone	15.1
1F468 1F3FB 200D 1F9AF 200D 27A1	1f468-1f3fb-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: light skin tone	15.1
1F468 1F3FC 200D 1F9AF 200D 27A1 FE0F	1f468-1f3fc-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: medium-light skin tone	15.1
1F468 1F3FC 200D 1F9AF 200D 27A1	1f468-1f3fc-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: medium-light skin tone	15.1
1F468 1F3FD 200D 1F9AF 200D 27A1 FE0F	1f468-1f3fd-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: medium skin tone	15.1
1F468 1F3FD 200D 1F9AF 200D 27A1	1f468-1f3fd-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: medium skin tone	15.1
1F468 1F3FE 200D 1F9AF 200D 27A1 FE0F	1f468-1f3fe-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: medium-dark skin tone	15.1
1F468 1F3FE 200D 1F9AF 200D 27A1	1f468-1f3fe-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: medium-dark skin tone	15.1
1F468 1F3FF 200D 1F9AF 200D 27A1 FE0F	1f468-1f3ff-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: dark skin tone	15.1
1F468 1F3FF 200D 1F9AF 200D 27A1	1f468-1f3ff-200d-1f9af-200d-27a1-fe0f.png	man with white cane facing right: dark skin tone	15.1
1F469 200D 1F9AF 200D 27A1 FE0F	1f469-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right	15.1
1F469 200D 1F9AF 200D 27A1	1f469-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right	15.1
1F469 1F3FB 200D 1F9AF 200D 27A1 FE0F	1f469-1f3fb-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: light skin tone	15.1
1F469 1F3FB 200D 1F9AF 200D 27A1	1f469-1f3fb-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: light skin tone	15.1
1F469 1F3FC 200D 1F9AF 200D 27A1 FE0F	1f469-1f3fc-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: medium-light skin tone	15.1
1F469 1F3FC 200D 1F9AF 200D 27A1	1f469-1f3fc-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: medium-light skin tone	15.1
1F469 1F3FD 200D 1F9AF 200D 27A1 FE0F	1f469-1f3fd-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: medium skin tone	15.1
1F469 1F3FD 200D 1F9AF 200D 27A1	1f469-1f3fd-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: medium skin tone	15.1
1F469 1F3FE 200D 1F9AF 200D 27A1 FE0F	1f469-1f3fe-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: medium-dark skin tone	15.1
1F469 1F3FE 200D 1F9AF 200D 27A1	1f469-1f3fe-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: medium-dark skin tone	15.1
1F469 1F3FF 200D 1F9AF 200D 27A1 FE0F	1f469-1f3ff-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: dark skin tone	15.1
1F469 1F3FF 200D 1F9AF 200D 27A1	1f469-1f3ff-200d-1f9af-200d-27a1-fe0f.png	woman with white cane facing right: dark skin tone	15.1
1F9D1 200D 1F9BC 200D 27A1 FE0F	1f9d1-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right	15.1
1F9D1 200D 1F9BC 200D 27A1	1f9d1-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right	15.1
1F9D1 1F3FB 200D 1F9BC 200D 27A1 FE0F	1f9d1-1f3fb-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: light skin tone	15.1
1F9D1 1F3FB 200D 1F9BC 200D 27A1	1f9d1-1f3fb-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: light skin tone	15.1
1F9D1 1F3FC 200D 1F9BC 200D 27A1 FE0F	1f9d1-1f3fc-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: medium-light skin tone	15.1
1F9D1 1F3FC 200D 1F9BC 200D 27A1	1f9d1-1f3fc-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: medium-light skin tone	15.1
1F9D1 1F3FD 200D 1F9BC 200D 27A1 FE0F	1f9d1-1f3fd-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: medium skin tone	15.1
1F9D1 1F3FD 200D 1F9BC 200D 27A1	1f9d1-1f3fd-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: medium skin tone	15.1
1F9D1 1F3FE 200D 1F9BC 200D 27A1 FE0F	1f9d1-1f3fe-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: medium-dark skin tone	15.1
1F9D1 1F3FE 200D 1F9BC 200D 27A1	1f9d1-1f3fe-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: medium-dark skin tone	15.1
1F9D1 1F3FF 200D 1F9BC 200D 27A1 FE0F	1f9d1-1f3ff-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: dark skin tone	15.1
1F9D1 1F3FF 200D 1F9BC 200D 27A1	1f9d1-1f3ff-200d-1f9bc-200d-27a1-fe0f.png	person in motorized wheelchair facing right: dark skin tone	15.1
1F468 200D 1F9BC 200D 27A1 FE0F	1f468-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right	15.1
1F468 200D 1F9BC 200D 27A1	1f468-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right	15.1
1F468 1F3FB 200D 1F9BC 200D 27A1 FE0F	1f468-1f3fb-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: light skin tone	15.1
1F468 1F3FB 200D 1F9BC 200D 27A1	1f468-1f3fb-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: light skin tone	15.1
1F468 1F3FC 200D 1F9BC 200D 27A1 FE0F	1f468-1f3fc-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: medium-light skin tone	15.1
1F468 1F3FC 200D 1F9BC 200D 27A1	1f468-1f3fc-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: medium-light skin tone	15.1
1F468 1F3FD 200D 1F9BC 200D 27A1 FE0F	1f468-1f3fd-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: medium skin tone	15.1
1F468 1F3FD 200D 1F9BC 200D 27A1	1f468-1f3fd-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: medium skin tone	15.1
1F468 1F3FE 200D 1F9BC 200D 27A1 FE0F	1f468-1f3fe-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: medium-dark skin tone	15.1
1F468 1F3FE 200D 1F9BC 200D 27A1	1f468-1f3fe-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: medium-dark skin tone	15.1
1F468 1F3FF 200D 1F9BC 200D 27A1 FE0F	1f468-1f3ff-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: dark skin tone	15.1
1F468 1F3FF 200D 1F9BC 200D 27A1	1f468-1f3ff-200d-1f9bc-200d-27a1-fe0f.png	man in motorized wheelchair facing right: dark skin tone	15.1
1F469 200D 1F9BC 200D 27A1 FE0F	1f469-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right	15.1
1F469 200D 1F9BC 200D 27A1	1f469-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right	15.1
1F469 1F3FB 200D 1F9BC 200D 27A1 FE0F	1f469-1f3fb-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: light skin tone	15.1
1F469 1F3FB 200D 1F9BC 200D 27A1	1f469-1f3fb-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: light skin tone	15.1
1F469 1F3FC 200D 1F9BC 200D 27A1 FE0F	1f469-1f3fc-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: medium-light skin tone	15.1
1F469 1F3FC 200D 1F9BC 200D 27A1	1f469-1f3fc-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: medium-light skin tone	15.1
1F469 1F3FD 200D 1F9BC 200D 27A1 FE0F	1f469-1f3fd-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: medium skin tone	15.1
1F469 1F3FD 200D 1F9BC 200D 27A1	1f469-1f3fd-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: medium skin tone	15.1
1F469 1F3FE 200D 1F9BC 200D 27A1 FE0F	1f469-1f3fe-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: medium-dark skin tone	15.1
1F469 1F3FE 200D 1F9BC 200D 27A1	1f469-1f3fe-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: medium-dark skin tone	15.1
1F469 1F3FF 200D 1F9BC 200D 27A1 FE0F	1f469-1f3ff-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: dark skin tone	15.1
1F469 1F3FF 200D 1F9BC 200D 27A1	1f469-1f3ff-200d-1f9bc-200d-27a1-fe0f.png	woman in motorized wheelchair facing right: dark skin tone	15.1
1F9D1 200D 1F9BD 200D 27A1 FE0F	1f9d1-200d-1f9bd-200d-27a1-fe0f.png	person in manual wheelchair facing right	15.1
1F9D1 200D 1F9BD 200D 27A1	1f9d1-200d-1f9bd-200d-27a1-fe0f.png	person in manual wheelchair facing right	15.1
1F9D1 1F3FB 200D 1F9BD 200D 27A1 FE0F	1f9d1-1f3fb-200d-1f9bd-200d-27a1-fe0f.png	person in manual wheelchair facing right: light skin tone	15.1
1F9D1 1F3FB 200D 1F9BD 200D 27A1	1f9d1-1f3fb-200d-1f9bd-200d-27a1-fe0f.png	person in manual wheelchair facing right: light skin tone	15.1
1F9D1 1F3FC 200D 1F9BD 200D 27A1 FE0F	1f9d1-1f3fc-200d-1f9bd-200d-27a1-fe0f.png	person in manual wheelchair facing right: medium-light skin tone	15.1
1F9D1 1F3FC 200D 1F9BD 200D 27A1	1f9d1-1f3fc-200d-1f9bd-200d-27a1-fe0f.png	person in manual wheelchair facing right: medium-light skin tone	15.1
1F9D1 1F3FD 200D 1F9BD 200D 27A1 FE0F	1f9d1-1f3fd-200d-1f9bd-200d-27a1-fe0f.png	person in manual wheelchair facing right: medium skin tone	15.1
1F9D1 1F3FD 200D 1F9BD 200D 27A1	1f9d1-1f3fd-200d-1f9bd-200d-27a1-fe0f.png	person in manual wheelchair facing right: medium skin tone	15.1
